用户码,曾助力,曾拼团,曾推荐,设备,城市类型,R值,M值,裂变类型,是否转化
50719,1,0,1,电脑,二线,4,86.57,拼团盛放,0
50720,1,0,1,手机,一线,9,80.63,情侣花享,0
50721,1,1,1,电脑,一线,3,233.72,拼团盛放,0
50722,1,0,1,手机,一线,2,282.39,情侣花享,0
50723,1,0,0,电脑,二线,1,149.23,拼团盛放,0
50724,0,1,1,电脑,一线,5,113.83,情侣花享,0
50725,1,0,1,手机,二线,9,85.77,没有促销,0
50726,0,1,0,手机,一线,5,155.27,拼团盛放,0
50727,0,1,0,手机,二线,1,240.71,情侣花享,0
50728,1,0,0,手机,一线,4,60.65,没有促销,0
50729,1,0,0,手机,一线,5,75.93,情侣花享,1
50730,0,1,0,电脑,中小,6,73.56,情侣花享,0
50731,0,1,0,手机,一线,2,301.33,拼团盛放,0
50732,1,0,0,手机,二线,1,180.64,拼团盛放,0
50733,1,0,1,手机,二线,3,237.09,情侣花享,0
50734,1,0,0,手机,二线,8,29.99,情侣花享,0
50735,0,1,0,手机,二线,2,337.47,没有促销,0
50736,0,1,0,其它,中小,3,203.63,情侣花享,0
50737,0,1,1,手机,一线,9,75.31,情侣花享,0
50738,0,1,1,电脑,二线,2,106.29,情侣花享,0
50739,1,0,1,手机,一线,9,472.35,情侣花享,1
50740,0,1,0,电脑,中小,1,264.87,没有促销,0
50741,1,0,0,手机,二线,7,254.53,没有促销,0
50742,0,1,1,手机,二线,6,49.12,情侣花享,0
50743,1,0,1,电脑,一线,9,29.99,没有促销,0
50744,0,1,0,手机,一线,12,29.99,拼团盛放,0
50745,1,0,0,电脑,一线,4,56.81,拼团盛放,0
50746,1,0,1,手机,一线,6,118.73,情侣花享,0
50747,0,1,0,手机,一线,2,225.41,没有促销,1
50748,0,1,1,手机,一线,1,487.58,情侣花享,0
50749,0,1,1,手机,一线,11,101.4,没有促销,0
50750,1,1,1,其它,二线,9,618.2,情侣花享,1
50751,1,0,1,电脑,一线,2,238.92,没有促销,0
50752,1,0,1,其它,中小,2,545.64,拼团盛放,0
50753,0,1,1,电脑,二线,1,206.66,没有促销,0
50754,0,1,1,手机,二线,10,29.99,拼团盛放,0
50755,0,1,1,手机,二线,4,175.69,没有促销,0
50756,1,1,1,其它,一线,3,640.97,情侣花享,1
50757,1,0,1,电脑,一线,2,196.86,拼团盛放,0
50758,0,1,0,手机,二线,2,381.3,没有促销,0
50759,1,1,1,电脑,二线,6,295.27,没有促销,0
50760,0,1,0,电脑,中小,4,29.99,情侣花享,0
50761,0,1,0,手机,二线,6,89.06,情侣花享,0
50762,1,0,1,其它,二线,3,347,情侣花享,1
50763,1,1,1,其它,一线,11,481.68,没有促销,0
50764,0,1,0,其它,二线,9,320.06,情侣花享,1
50765,0,1,0,电脑,一线,12,238.79,没有促销,1
50766,1,0,0,电脑,二线,5,34.42,拼团盛放,0
50767,1,0,1,电脑,中小,3,123.3,拼团盛放,0
50768,1,0,0,手机,一线,1,29.99,没有促销,0
50769,0,1,0,手机,一线,3,76.41,没有促销,1
50770,1,0,0,其它,二线,5,444.73,拼团盛放,0
50771,0,1,1,电脑,二线,4,79.1,没有促销,0
50772,1,0,0,电脑,二线,4,87.69,情侣花享,0
50773,1,1,1,其它,一线,2,754,情侣花享,1
50774,1,0,1,手机,二线,2,158.9,拼团盛放,0
50775,1,0,0,手机,一线,3,203.42,没有促销,1
50776,0,1,0,手机,二线,9,29.99,情侣花享,0
50777,1,0,1,其它,二线,2,530.47,没有促销,0
50778,1,1,1,电脑,中小,4,209.65,情侣花享,0
50779,0,1,1,电脑,二线,7,185.5,没有促销,0
50780,1,1,0,电脑,一线,6,314.79,拼团盛放,0
50781,0,1,1,电脑,二线,7,61.93,拼团盛放,0
50782,0,1,1,电脑,一线,6,252.83,情侣花享,0
50783,1,0,1,电脑,中小,6,779.73,情侣花享,0
50784,1,0,1,电脑,二线,7,83.09,没有促销,0
50785,1,0,0,电脑,中小,3,235.69,没有促销,0
50786,1,1,0,手机,二线,4,211.93,拼团盛放,0
50787,1,0,1,电脑,二线,1,97.77,没有促销,0
50788,0,1,0,手机,中小,10,41.13,拼团盛放,1
50789,0,1,1,手机,二线,7,43.46,拼团盛放,0
50790,1,0,1,电脑,一线,1,267.27,情侣花享,0
50791,1,0,1,手机,一线,5,85.44,拼团盛放,0
50792,1,0,0,电脑,一线,1,212.54,拼团盛放,0
50793,1,0,0,电脑,二线,1,240.87,情侣花享,0
50794,1,0,1,电脑,一线,4,158.56,没有促销,1
50795,1,0,1,其它,二线,5,248.67,没有促销,0
50796,1,0,0,手机,一线,1,74.77,情侣花享,0
50797,0,1,0,手机,中小,1,58.89,拼团盛放,0
50798,1,1,0,手机,中小,3,236.74,没有促销,1
50799,1,0,0,手机,一线,1,115.62,情侣花享,1
50800,0,1,0,手机,一线,4,249.16,拼团盛放,0
50801,1,0,1,电脑,一线,10,59.17,情侣花享,0
50802,0,1,1,电脑,二线,7,29.99,情侣花享,0
50803,0,1,1,手机,中小,5,146.96,情侣花享,1
50804,0,1,1,电脑,二线,2,29.99,没有促销,0
50805,1,1,0,其它,二线,3,337.85,情侣花享,1
50806,1,0,1,电脑,二线,3,502.62,没有促销,0
50807,0,1,1,手机,一线,11,154.37,情侣花享,0
50808,1,0,1,电脑,一线,1,1476.86,拼团盛放,0
50809,1,0,0,电脑,一线,6,398.16,拼团盛放,0
50810,0,1,0,电脑,一线,3,475.91,情侣花享,0
50811,0,1,0,电脑,中小,5,110.71,拼团盛放,0
50812,1,0,1,电脑,二线,3,34.37,情侣花享,0
50813,0,1,0,电脑,一线,3,166.94,情侣花享,1
50814,0,1,1,手机,一线,10,29.99,拼团盛放,0
50815,0,1,1,其它,一线,1,766.2,没有促销,0
50816,1,0,0,手机,二线,3,29.99,没有促销,0
50817,0,1,0,手机,二线,12,29.99,没有促销,0
50818,1,0,0,手机,二线,2,70.87,情侣花享,0
50819,1,1,1,电脑,一线,10,684.7,没有促销,0
50820,0,1,1,手机,中小,3,152.96,情侣花享,0
50821,1,0,0,手机,中小,9,298.62,没有促销,0
50822,0,1,1,手机,二线,6,86.16,没有促销,0
50823,1,1,1,其它,二线,9,1029.96,情侣花享,0
50824,0,1,0,手机,一线,5,141.13,没有促销,0
50825,1,0,1,电脑,一线,11,206.49,没有促销,0
50826,1,0,0,其它,二线,8,434.87,情侣花享,0
50827,1,0,0,电脑,一线,2,227.79,拼团盛放,0
50828,0,1,0,手机,二线,5,132.37,拼团盛放,0
50829,0,1,1,电脑,二线,4,371.2,情侣花享,0
50830,1,0,0,电脑,二线,1,84.71,拼团盛放,0
50831,1,0,1,电脑,中小,7,72.2,情侣花享,0
50832,0,1,0,手机,中小,11,161.67,拼团盛放,0
50833,0,1,1,电脑,一线,3,30.78,没有促销,0
50834,1,0,1,电脑,二线,12,119.08,没有促销,0
50835,0,1,1,手机,一线,1,29.99,没有促销,0
50836,0,1,1,电脑,二线,3,877.82,拼团盛放,0
50837,0,1,0,电脑,中小,10,193.71,情侣花享,0
50838,0,1,0,手机,二线,11,29.99,没有促销,0
50839,1,0,1,手机,一线,10,525.36,情侣花享,1
50840,0,1,1,手机,中小,7,29.99,拼团盛放,0
50841,1,0,0,电脑,一线,4,169.84,情侣花享,0
50842,0,1,0,其它,一线,5,423.12,情侣花享,1
50843,1,0,0,手机,一线,9,142.35,没有促销,0
50844,0,1,0,电脑,二线,9,29.99,没有促销,0
50845,1,0,0,手机,中小,9,57.89,没有促销,0
50846,0,1,0,电脑,中小,3,452.33,拼团盛放,0
50847,1,0,0,手机,中小,5,160.49,没有促销,0
50848,0,1,0,其它,二线,5,219.24,没有促销,0
50849,1,0,0,电脑,一线,10,157.88,拼团盛放,0
50850,0,1,1,其它,一线,1,1170.05,拼团盛放,0
50851,1,0,0,电脑,二线,6,88.23,没有促销,0
50852,0,1,1,手机,一线,9,59.77,拼团盛放,0
50853,1,0,0,手机,中小,10,75.86,情侣花享,0
50854,1,0,0,手机,二线,2,29.99,没有促销,0
50855,0,1,1,电脑,二线,4,141.68,没有促销,0
50856,1,0,0,其它,中小,1,438.03,拼团盛放,0
50857,0,1,1,电脑,一线,11,220.21,情侣花享,0
50858,0,1,1,手机,二线,10,247.04,拼团盛放,0
50859,1,1,0,手机,一线,7,345.33,拼团盛放,0
50860,0,1,0,电脑,二线,6,53.56,没有促销,0
50861,1,0,1,其它,一线,4,585.96,没有促销,0
50862,0,1,0,手机,中小,5,42.19,没有促销,0
50863,0,1,1,手机,二线,4,248.02,拼团盛放,0
50864,0,1,0,手机,二线,12,208.12,拼团盛放,1
50865,1,0,1,手机,一线,1,89.96,情侣花享,0
50866,0,1,0,手机,二线,5,29.99,情侣花享,0
50867,1,0,0,电脑,二线,3,136.14,拼团盛放,0
50868,0,1,0,电脑,二线,3,421.15,没有促销,0
50869,1,0,0,电脑,二线,6,61.89,拼团盛放,0
50870,1,0,0,手机,一线,11,264.57,情侣花享,0
50871,1,1,1,手机,二线,8,964.65,没有促销,1
50872,1,0,0,电脑,一线,11,136.88,情侣花享,0
50873,1,0,0,手机,二线,8,125.51,没有促销,0
50874,1,1,1,手机,中小,8,348.03,情侣花享,0
50875,1,0,1,电脑,一线,2,225.51,情侣花享,0
50876,1,0,0,电脑,一线,12,29.99,没有促销,1
50877,1,0,1,手机,二线,10,99.78,拼团盛放,0
50878,0,1,0,手机,二线,8,218.19,拼团盛放,0
50879,1,0,1,手机,二线,10,49.54,没有促销,0
50880,1,1,0,手机,一线,2,385.12,没有促销,0
50881,1,0,1,其它,一线,3,248.11,没有促销,0
50882,0,1,1,电脑,二线,3,183.5,拼团盛放,0
50883,0,1,0,手机,二线,1,219.3,拼团盛放,0
50884,0,1,1,电脑,二线,6,29.99,情侣花享,0
50885,0,1,0,手机,一线,10,476.3,拼团盛放,0
50886,1,0,0,手机,二线,12,95.38,情侣花享,0
50887,1,1,1,电脑,二线,1,289.57,没有促销,0
50888,1,0,1,电脑,二线,1,29.99,没有促销,1
50889,1,0,0,电脑,二线,2,249,情侣花享,0
50890,1,0,1,电脑,一线,5,107.35,没有促销,0
50891,1,0,1,电脑,一线,7,389.27,没有促销,0
50892,0,1,0,电脑,中小,10,123.64,情侣花享,0
50893,1,0,0,电脑,二线,7,29.99,没有促销,0
50894,0,1,1,手机,中小,10,202.07,情侣花享,0
50895,1,0,0,电脑,二线,7,153.16,没有促销,0
50896,1,1,0,手机,一线,2,226.7,拼团盛放,0
50897,1,0,1,手机,一线,1,281.95,拼团盛放,0
50898,0,1,0,手机,二线,10,100.85,情侣花享,0
50899,1,0,0,手机,二线,10,204.91,没有促销,0
50900,0,1,0,手机,一线,11,111.48,情侣花享,0
50901,0,1,0,手机,一线,10,192.93,没有促销,0
50902,1,0,1,手机,一线,1,30.11,没有促销,0
50903,0,1,1,手机,中小,4,142.82,情侣花享,1
50904,0,1,1,其它,一线,1,1351.84,情侣花享,0
50905,0,1,0,其它,二线,10,265.75,情侣花享,0
50906,0,1,1,手机,二线,8,39.9,没有促销,0
50907,0,1,1,电脑,一线,9,184.41,情侣花享,0
50908,1,0,0,电脑,二线,9,343.04,情侣花享,0
50909,0,1,1,电脑,中小,2,68.34,拼团盛放,0
50910,1,0,0,手机,二线,10,330.89,情侣花享,0
50911,0,1,1,其它,二线,5,226.84,没有促销,0
50912,0,1,1,电脑,二线,7,736.87,没有促销,0
50913,0,1,1,手机,中小,2,52.96,没有促销,1
50914,1,0,1,手机,二线,12,94.34,情侣花享,0
50915,0,1,0,电脑,中小,7,67.52,没有促销,0
50916,0,1,0,其它,二线,11,288.59,拼团盛放,0
50917,0,1,1,其它,中小,3,961.53,拼团盛放,0
50918,1,0,1,电脑,二线,4,350.74,情侣花享,0
50919,1,0,0,手机,一线,8,29.99,拼团盛放,1
50920,1,0,1,电脑,中小,1,118.13,情侣花享,0
50921,0,1,1,手机,一线,1,532.76,没有促销,0
50922,1,0,0,手机,中小,10,150.23,情侣花享,0
50923,1,0,1,电脑,二线,12,300.01,没有促销,0
50924,0,1,0,手机,一线,1,29.99,情侣花享,0
50925,0,1,0,电脑,二线,10,62.51,拼团盛放,0
50926,1,0,1,电脑,中小,2,100.78,情侣花享,1
50927,1,0,0,手机,二线,4,78.58,情侣花享,0
50928,1,0,0,其它,一线,1,270.44,情侣花享,0
50929,0,1,0,电脑,中小,9,105.41,没有促销,0
50930,1,1,0,电脑,二线,6,311.21,没有促销,1
50931,1,0,1,电脑,二线,3,29.99,情侣花享,0
50932,1,0,0,手机,中小,7,57.36,情侣花享,0
50933,0,1,0,手机,一线,2,287.42,拼团盛放,0
50934,1,0,0,电脑,中小,10,195.32,没有促销,0
50935,0,1,0,电脑,二线,8,313.39,没有促销,0
50936,0,1,1,电脑,一线,4,99.43,没有促销,0
50937,1,1,1,其它,一线,6,657.34,拼团盛放,1
50938,1,0,1,手机,一线,5,29.99,情侣花享,0
50939,0,1,0,电脑,二线,7,29.99,情侣花享,0
50940,1,0,0,电脑,二线,9,112.36,拼团盛放,0
50941,0,1,1,电脑,中小,10,29.99,没有促销,0
50942,0,1,0,手机,二线,8,327.89,拼团盛放,0
50943,1,0,0,电脑,中小,4,219.32,没有促销,0
50944,1,0,0,电脑,中小,10,68.63,情侣花享,0
50945,1,0,1,手机,二线,3,29.99,拼团盛放,0
50946,0,1,1,电脑,中小,11,54.31,拼团盛放,0
50947,1,0,0,电脑,二线,6,29.99,没有促销,0
50948,1,0,1,手机,二线,5,29.99,没有促销,0
50949,0,1,0,电脑,中小,5,199.01,没有促销,0
50950,1,0,0,电脑,一线,9,62.95,情侣花享,0
50951,0,1,0,电脑,中小,1,105.11,拼团盛放,0
50952,1,0,1,电脑,中小,11,139.95,情侣花享,0
50953,0,1,0,手机,一线,1,76.17,没有促销,0
50954,0,1,0,手机,一线,1,148.08,没有促销,0
50955,0,1,0,电脑,二线,3,46.69,情侣花享,0
50956,1,1,1,其它,一线,2,660.49,拼团盛放,0
50957,1,0,1,其它,一线,1,668.48,拼团盛放,0
50958,1,0,1,电脑,二线,9,166.32,情侣花享,0
50959,1,1,1,其它,二线,1,568.13,情侣花享,0
50960,1,1,1,其它,一线,6,627.74,情侣花享,0
50961,1,0,0,电脑,中小,11,29.99,情侣花享,0
50962,0,1,0,其它,一线,9,247.25,情侣花享,1
50963,1,0,0,电脑,一线,9,51.79,情侣花享,0
50964,1,0,0,电脑,二线,5,72.61,拼团盛放,0
50965,1,0,1,电脑,二线,6,29.99,拼团盛放,0
50966,1,0,0,手机,一线,1,148.41,情侣花享,1
50967,1,0,0,电脑,中小,7,349.73,情侣花享,0
50968,1,1,0,手机,二线,4,310.18,拼团盛放,0
50969,1,0,0,电脑,二线,9,67.79,没有促销,1
50970,0,1,0,电脑,二线,10,70.5,没有促销,0
50971,0,1,0,手机,中小,4,457.63,没有促销,1
50972,1,0,1,电脑,一线,7,29.99,情侣花享,0
50973,1,1,0,手机,一线,5,263.09,拼团盛放,0
50974,1,0,1,手机,二线,9,93.76,没有促销,0
50975,1,1,0,其它,一线,9,464.93,没有促销,0
50976,1,0,1,电脑,二线,12,60.44,情侣花享,0
50977,1,1,1,其它,二线,5,513.06,拼团盛放,0
50978,0,1,0,电脑,中小,6,167.17,拼团盛放,0
50979,1,0,1,手机,二线,9,47.38,没有促销,0
50980,0,1,0,手机,二线,1,158.78,情侣花享,0
50981,0,1,1,电脑,一线,7,141.79,拼团盛放,0
50982,1,0,0,手机,中小,12,276.23,没有促销,0
50983,1,0,0,电脑,二线,8,29.99,没有促销,0
50984,1,1,1,手机,二线,12,546.17,拼团盛放,0
50985,1,1,1,电脑,一线,4,215.48,拼团盛放,0
50986,1,0,0,电脑,二线,8,44.16,情侣花享,1
50987,1,0,1,其它,二线,8,297.9,没有促销,0
50988,1,0,0,手机,一线,4,163.81,拼团盛放,0
50989,0,1,1,电脑,二线,11,176.55,拼团盛放,1
50990,0,1,1,手机,二线,2,112.39,没有促销,0
50991,0,1,0,手机,二线,10,37.75,没有促销,0
50992,1,0,0,手机,中小,6,69.42,情侣花享,0
50993,1,0,1,电脑,二线,9,163.32,情侣花享,0
50994,1,1,1,手机,二线,6,720.96,没有促销,0
50995,0,1,0,手机,二线,10,29.99,没有促销,0
50996,0,1,1,手机,一线,2,172.73,没有促销,0
50997,0,1,0,手机,中小,1,35.1,情侣花享,1
50998,1,0,0,手机,一线,3,169.02,拼团盛放,0
50999,1,0,1,手机,二线,9,108.63,拼团盛放,0
51000,1,0,1,手机,中小,6,216.02,情侣花享,1
51001,0,1,1,其它,二线,8,707.27,拼团盛放,0
51002,0,1,0,电脑,一线,1,129.61,没有促销,0
51003,0,1,1,手机,一线,1,94.37,没有促销,0
51004,0,1,1,手机,一线,9,70.56,没有促销,0
51005,0,1,1,电脑,二线,5,222.93,没有促销,1
51006,1,0,1,手机,二线,1,201.45,没有促销,0
51007,1,0,1,电脑,一线,6,62.85,情侣花享,0
51008,0,1,1,电脑,二线,7,348.44,情侣花享,0
51009,0,1,0,手机,一线,7,34.63,拼团盛放,1
51010,0,1,1,电脑,二线,1,29.99,没有促销,0
51011,1,0,0,手机,一线,10,29.99,拼团盛放,0
51012,1,0,1,电脑,中小,12,152.17,拼团盛放,0
51013,0,1,0,电脑,中小,6,188.65,没有促销,0
51014,0,1,0,手机,二线,2,134.75,情侣花享,1
51015,1,1,1,其它,二线,1,1345,拼团盛放,0
51016,0,1,1,电脑,二线,4,29.99,没有促销,0
51017,1,1,0,电脑,二线,1,394.42,没有促销,1
51018,1,1,0,电脑,一线,1,207.94,拼团盛放,1
51019,1,0,1,电脑,一线,2,112.03,情侣花享,0
51020,1,0,0,手机,一线,9,57.53,没有促销,0
51021,0,1,0,电脑,中小,8,54.43,没有促销,0
51022,0,1,1,电脑,中小,9,98.9,拼团盛放,0
51023,0,1,0,手机,中小,7,283.72,没有促销,0
51024,0,1,1,手机,一线,10,85.34,没有促销,0
51025,1,0,0,电脑,一线,4,294.11,拼团盛放,0
51026,1,0,0,电脑,二线,8,163.2,没有促销,0
51027,1,0,0,手机,二线,6,182.26,拼团盛放,0
51028,1,1,0,电脑,一线,5,464.7,情侣花享,1
51029,0,1,0,手机,二线,3,29.99,情侣花享,0
51030,0,1,0,手机,一线,4,29.99,情侣花享,0
51031,1,0,1,电脑,中小,9,39.13,情侣花享,0
51032,0,1,0,手机,二线,4,199.15,情侣花享,1
51033,1,0,0,其它,二线,6,416.3,拼团盛放,0
51034,0,1,0,手机,中小,5,380.6,拼团盛放,0
51035,0,1,1,电脑,二线,2,29.99,情侣花享,0
51036,1,0,1,手机,二线,6,251,情侣花享,0
51037,1,0,1,手机,一线,8,45.79,情侣花享,0
51038,1,1,0,手机,一线,3,339.71,情侣花享,0
51039,1,1,0,手机,一线,2,334.64,没有促销,0
51040,1,0,0,电脑,二线,9,30.3,情侣花享,0
51041,1,0,0,其它,一线,8,251.98,没有促销,0
51042,1,0,0,电脑,一线,11,55.34,拼团盛放,0
51043,1,0,1,电脑,二线,3,350.63,情侣花享,0
51044,1,0,0,电脑,二线,10,32.83,没有促销,0
51045,0,1,0,手机,一线,2,50.87,情侣花享,0
51046,1,0,0,手机,一线,9,50.22,没有促销,0
51047,1,0,0,电脑,二线,6,129.14,拼团盛放,0
51048,1,1,0,手机,中小,10,211.24,没有促销,0
51049,0,1,1,手机,一线,5,29.99,情侣花享,0
51050,0,1,0,电脑,一线,2,442.13,情侣花享,0
51051,0,1,0,其它,一线,6,232.48,没有促销,0
51052,1,0,0,电脑,一线,2,47.06,没有促销,0
51053,1,0,0,其它,中小,5,330.44,拼团盛放,0
51054,1,0,1,手机,中小,8,74.67,没有促销,0
51055,1,0,1,电脑,二线,6,178.37,情侣花享,1
51056,0,1,0,手机,一线,10,37.16,没有促销,0
51057,1,0,0,手机,一线,5,41.19,情侣花享,0
51058,1,0,0,电脑,二线,5,31.74,没有促销,1
51059,1,0,1,手机,一线,2,83.34,没有促销,0
51060,1,0,1,手机,一线,10,345.39,拼团盛放,0
51061,1,0,1,其它,一线,10,323.7,情侣花享,0
51062,1,1,1,手机,一线,1,628.28,没有促销,0
51063,0,1,0,手机,一线,8,205.67,没有促销,0
51064,0,1,0,手机,一线,8,140.73,情侣花享,0
51065,1,0,0,手机,二线,1,173.37,情侣花享,0
51066,0,1,1,其它,二线,2,219.43,没有促销,0
51067,1,0,0,手机,二线,3,34.18,拼团盛放,0
51068,1,0,0,电脑,一线,5,498.82,情侣花享,0
51069,0,1,0,手机,一线,2,141.6,没有促销,1
51070,1,0,0,电脑,一线,4,161.46,情侣花享,1
51071,1,0,1,电脑,二线,2,105.87,拼团盛放,0
51072,1,0,0,手机,二线,5,63.72,拼团盛放,1
51073,1,0,1,电脑,二线,11,290.48,拼团盛放,0
51074,1,1,1,其它,一线,9,422.95,拼团盛放,0
51075,0,1,1,电脑,二线,9,40.98,拼团盛放,0
51076,1,0,0,手机,二线,9,260.48,情侣花享,0
51077,0,1,1,电脑,二线,9,95.84,拼团盛放,0
51078,1,1,1,手机,中小,3,1152.49,没有促销,1
51079,1,0,1,手机,二线,5,373.11,没有促销,0
51080,1,0,1,电脑,一线,1,76.32,拼团盛放,0
51081,0,1,0,电脑,一线,12,29.99,拼团盛放,0
51082,1,1,1,手机,二线,1,535.33,情侣花享,1
51083,0,1,1,手机,一线,1,70.72,没有促销,1
51084,1,0,0,电脑,二线,9,110.18,拼团盛放,0
51085,0,1,1,手机,二线,2,36.19,没有促销,0
51086,1,0,1,电脑,一线,9,90.4,拼团盛放,0
51087,0,1,1,其它,一线,6,459.72,情侣花享,0
51088,1,0,0,电脑,二线,11,29.99,没有促销,0
51089,0,1,0,电脑,中小,11,29.99,情侣花享,0
51090,1,0,1,电脑,一线,10,29.99,情侣花享,0
51091,1,0,0,电脑,二线,2,35.47,情侣花享,0
51092,0,1,1,手机,二线,10,54.18,没有促销,0
51093,1,0,1,手机,中小,6,569.91,情侣花享,0
51094,1,1,1,电脑,中小,4,741.75,没有促销,0
51095,1,0,0,手机,二线,1,35.66,情侣花享,0
51096,1,0,1,电脑,二线,8,64.74,拼团盛放,0
51097,1,1,1,其它,一线,7,582.74,情侣花享,0
51098,1,1,1,电脑,中小,6,736.73,情侣花享,0
51099,0,1,1,手机,二线,2,29.99,情侣花享,1
51100,0,1,1,其它,一线,4,1073.19,没有促销,0
51101,1,0,1,电脑,二线,10,29.99,没有促销,0
51102,1,0,1,其它,中小,3,362.46,拼团盛放,0
51103,0,1,1,电脑,二线,3,30.69,没有促销,0
51104,1,0,1,电脑,中小,11,85.04,没有促销,0
51105,1,0,1,手机,二线,9,199.09,拼团盛放,0
51106,1,0,1,电脑,二线,11,149.56,情侣花享,0
51107,1,0,0,手机,一线,9,81.22,情侣花享,0
51108,1,0,1,电脑,中小,5,43.79,情侣花享,0
51109,0,1,0,其它,一线,2,429.66,没有促销,0
51110,0,1,1,电脑,中小,5,29.99,拼团盛放,0
51111,0,1,1,手机,一线,3,37.88,没有促销,0
51112,1,0,0,电脑,一线,1,114.78,没有促销,0
51113,1,0,0,手机,一线,8,29.99,情侣花享,0
51114,0,1,1,电脑,二线,7,29.99,没有促销,0
51115,1,0,0,手机,二线,10,357.81,拼团盛放,0
51116,1,0,1,电脑,二线,2,61.04,拼团盛放,1
51117,1,0,0,手机,二线,11,59.01,情侣花享,0
51118,1,1,1,其它,一线,3,787.51,没有促销,0
51119,0,1,1,手机,一线,2,146.03,没有促销,0
51120,1,0,0,电脑,二线,7,29.99,没有促销,0
51121,1,0,0,电脑,二线,2,318.11,拼团盛放,0
51122,0,1,0,电脑,一线,3,78.62,没有促销,0
51123,0,1,0,手机,中小,8,64.43,情侣花享,0
51124,1,1,0,手机,一线,2,220.84,没有促销,0
51125,0,1,1,手机,二线,10,58.73,情侣花享,0
51126,0,1,1,手机,二线,1,117.64,没有促销,0
51127,1,0,1,电脑,一线,4,67.01,情侣花享,0
51128,1,0,0,手机,中小,5,291.98,拼团盛放,1
51129,0,1,0,电脑,中小,10,211.56,没有促销,0
51130,0,1,0,手机,二线,1,417.83,情侣花享,0
51131,1,0,1,电脑,二线,2,534.88,情侣花享,0
51132,1,0,0,手机,中小,10,29.99,情侣花享,0
51133,1,1,0,其它,中小,7,382.71,拼团盛放,0
51134,0,1,1,电脑,一线,2,512.36,没有促销,0
51135,1,1,0,电脑,二线,11,439.13,情侣花享,0
51136,1,0,1,电脑,中小,8,29.99,没有促销,0
51137,1,0,1,手机,中小,1,480.53,情侣花享,0
51138,0,1,0,电脑,一线,1,102.32,拼团盛放,0
51139,0,1,0,电脑,一线,1,70.76,拼团盛放,0
51140,0,1,1,电脑,一线,3,185.86,拼团盛放,0
51141,0,1,0,手机,一线,5,29.99,拼团盛放,0
51142,0,1,1,手机,一线,9,115.96,拼团盛放,0
51143,1,1,1,电脑,二线,6,625.48,情侣花享,1
51144,1,0,1,电脑,二线,6,29.99,情侣花享,0
51145,0,1,1,手机,二线,9,319.75,没有促销,0
51146,1,1,0,电脑,二线,3,258.26,情侣花享,0
51147,1,0,1,手机,中小,11,146.53,拼团盛放,1
51148,1,0,1,其它,二线,7,514.51,没有促销,0
51149,0,1,0,手机,一线,3,39.27,情侣花享,0
51150,1,0,0,电脑,二线,3,153.52,没有促销,0
51151,1,0,0,手机,二线,1,133.41,拼团盛放,0
51152,0,1,1,手机,二线,1,705.66,拼团盛放,0
51153,0,1,1,电脑,中小,3,63.57,情侣花享,0
51154,0,1,0,其它,二线,5,479.02,情侣花享,0
51155,0,1,0,电脑,一线,2,306.88,拼团盛放,1
51156,1,1,0,其它,一线,3,302.43,没有促销,0
51157,0,1,0,手机,一线,3,136.39,情侣花享,0
51158,0,1,0,电脑,一线,9,183.78,没有促销,0
51159,0,1,0,其它,二线,6,217.07,没有促销,0
51160,1,0,0,电脑,二线,10,62.09,没有促销,0
51161,0,1,1,手机,二线,4,299.94,没有促销,1
51162,1,1,1,手机,一线,2,312.8,拼团盛放,0
51163,1,0,0,电脑,二线,8,29.99,情侣花享,0
51164,1,0,0,手机,一线,11,65.65,拼团盛放,0
51165,1,1,0,电脑,一线,6,216,拼团盛放,0
51166,1,0,1,手机,一线,1,54.57,拼团盛放,0
51167,0,1,1,手机,一线,10,304.36,没有促销,0
51168,1,0,0,手机,一线,7,310.14,拼团盛放,0
51169,1,1,1,手机,中小,5,227.46,拼团盛放,0
51170,1,0,1,手机,一线,7,130.69,没有促销,0
51171,1,0,1,电脑,一线,9,34.75,没有促销,0
51172,0,1,1,手机,二线,3,505.09,拼团盛放,0
51173,1,0,0,其它,二线,4,317.67,没有促销,0
51174,1,0,0,其它,一线,9,285.41,没有促销,0
51175,1,1,0,电脑,二线,6,228.02,情侣花享,1
51176,1,0,0,手机,二线,10,29.99,情侣花享,0
51177,0,1,1,电脑,一线,6,228.79,情侣花享,0
51178,1,0,0,电脑,一线,4,59.4,拼团盛放,0
51179,0,1,1,电脑,一线,2,123.67,没有促销,1
51180,1,0,1,手机,二线,10,47.33,情侣花享,0
51181,1,0,1,电脑,一线,6,45.12,拼团盛放,0
51182,0,1,1,电脑,中小,4,157.57,拼团盛放,0
51183,0,1,0,手机,中小,1,412.4,情侣花享,0
51184,0,1,1,电脑,一线,2,67.15,没有促销,0
51185,1,0,0,手机,二线,11,29.99,情侣花享,0
51186,1,0,0,手机,一线,6,38.93,没有促销,0
51187,1,1,1,其它,二线,5,224.49,拼团盛放,0
51188,1,0,1,电脑,二线,10,870.76,没有促销,1
51189,1,0,0,手机,一线,7,173.9,拼团盛放,0
51190,0,1,0,电脑,一线,9,384.43,情侣花享,1
51191,0,1,1,电脑,一线,7,110.51,情侣花享,1
51192,0,1,0,其它,一线,9,217.38,情侣花享,1
51193,1,0,1,其它,中小,3,1089.96,拼团盛放,0
