用户码,性别,年龄,城市,入会月数,会员类型,活跃用户,会员积分,总消费,年收入,裂变方案,是否转化
9040,女,32,扬州,4,1,1,650,22624.23,97723.6107,买一送一,0
9041,女,29,扬州,6,2,1,507,18122.54,0,疯狂打折,0
9042,男,35,苏州,9,1,0,479,19015.26,114185.6847,买一送一,1
9043,女,38,杭州,5,1,1,547,30441.17,206074.1631,疯狂打折,0
9044,男,38,杭州,10,1,0,648,14311.02,101717.6544,买一送一,0
9045,女,22,杭州,6,2,0,561,14012.77,229750.4208,买一送一,0
9046,女,39,杭州,4,1,0,591,2854.45,185115.7872,买一送一,0
9047,女,23,杭州,10,2,1,697,15245.55,0,买一送一,0
9048,男,37,苏州,8,2,0,631,29143.95,170099.9472,疯狂打折,1
9049,男,33,杭州,5,1,1,572,7865.97,0,疯狂打折,0
9050,女,25,苏州,7,1,0,630,17882.26,97977.8763,买一送一,0
9051,女,24,杭州,2,1,0,634,12111.02,107518.2237,买一送一,0
9052,男,31,苏州,4,1,1,759,9145.85,121646.8893,买一送一,0
9053,男,51,杭州,8,1,0,603,17923.46,229795.4511,买一送一,1
9054,女,38,杭州,5,1,1,560,6356.78,102968.7243,买一送一,0
9055,男,38,杭州,9,2,0,640,16984.25,0,买一送一,0
9056,男,66,杭州,0,2,1,639,8076.58,0,疯狂打折,0
9057,男,38,苏州,4,1,1,687,16901.83,144688.9344,疯狂打折,0
9058,女,27,杭州,8,2,1,546,2840.93,0,买一送一,0
9059,男,52,苏州,8,2,1,597,30799.91,102942.8082,买一送一,0
9060,男,37,杭州,1,2,0,701,31253.83,0,买一送一,0
9061,男,37,扬州,1,2,0,590,25532.69,0,疯狂打折,0
9062,女,54,扬州,5,2,1,654,9013.2,0,疯狂打折,0
9063,男,38,扬州,6,2,1,597,4791.4,142314.2841,买一送一,0
9064,女,29,苏州,4,1,0,687,23352.68,97095.1545,买一送一,1
9065,女,35,杭州,1,1,1,787,3175.36,130708.164,买一送一,0
9066,女,40,扬州,7,2,1,621,25102.02,0,疯狂打折,1
9067,男,29,杭州,7,1,1,450,8313.69,144155.754,买一送一,0
9068,男,38,苏州,8,1,0,589,18949.7,113429.6283,买一送一,0
9069,男,28,扬州,1,1,0,727,7716.51,0,买一送一,0
9070,男,58,扬州,1,2,1,535,2252.38,0,买一送一,1
9071,男,33,扬州,6,2,0,624,14637.03,0,疯狂打折,0
9072,女,45,扬州,1,2,1,531,31499.33,155589.5511,买一送一,0
9073,男,35,杭州,8,1,1,602,4301.96,0,买一送一,0
9074,男,31,杭州,1,1,0,633,9293.82,0,买一送一,0
9075,男,35,杭州,5,1,0,516,24389.72,158243.9157,买一送一,0
9076,女,39,杭州,7,2,1,802,11376.1,147779.5308,疯狂打折,1
9077,女,37,苏州,9,1,0,652,30426.92,178619.739,买一送一,0
9078,女,43,扬州,5,2,0,529,15196.29,0,疯狂打折,0
9079,男,36,扬州,4,2,0,600,27463.73,0,买一送一,0
9080,男,34,苏州,5,2,0,780,33888.18,115753.5042,买一送一,0
9081,女,27,杭州,3,1,1,632,11989.17,132072.2586,买一送一,0
9082,男,19,杭州,2,2,1,597,17406.64,0,买一送一,0
9083,男,29,杭州,8,1,0,681,12689.73,0,买一送一,0
9084,女,37,杭州,3,2,1,677,7314,0,买一送一,0
9085,男,42,扬州,4,3,1,615,23005.94,0,疯狂打折,0
9086,女,41,杭州,5,2,1,850,6659.16,0,买一送一,0
9087,女,40,杭州,8,2,0,556,11876.23,0,买一送一,0
9088,女,33,杭州,6,2,1,679,18741.08,0,买一送一,0
9089,男,52,扬州,1,2,1,634,33826.65,0,买一送一,0
9090,女,51,杭州,4,1,0,446,13501.62,129219.0399,疯狂打折,0
9091,男,37,扬州,7,2,0,652,13152.95,0,买一送一,0
9092,男,43,杭州,8,1,1,521,17816.46,0,买一送一,0
9093,男,42,扬州,5,2,1,807,14321.39,0,买一送一,0
9094,男,43,扬州,5,2,1,436,6823.6,0,买一送一,0
9095,男,31,苏州,5,1,0,526,25316.37,179010.7683,买一送一,0
9096,女,44,杭州,6,2,0,623,31962.22,0,疯狂打折,0
9097,男,46,杭州,6,3,0,805,31098.11,145167.1338,买一送一,1
9098,女,49,苏州,9,1,0,760,22415.46,112548.6777,买一送一,1
9099,女,62,扬州,8,1,1,607,4471.65,132845.7072,买一送一,1
9100,男,48,扬州,10,2,1,557,35390.91,0,买一送一,0
9101,女,32,杭州,2,2,1,775,30797.27,133699.7208,买一送一,0
9102,男,54,杭州,3,1,0,474,20728.33,0,买一送一,1
9103,女,35,苏州,2,1,0,850,2416.76,99546.0525,疯狂打折,1
9104,女,37,扬州,9,2,0,794,13003.6,0,买一送一,0
9105,女,30,苏州,8,1,0,659,7732.52,189616.1973,买一送一,0
9106,男,25,扬州,10,2,1,641,34571.39,0,买一送一,0
9107,女,37,杭州,9,2,0,548,18743.7,0,疯狂打折,0
9108,男,43,苏州,5,2,0,635,29305.03,97161.0825,疯狂打折,0
9109,男,29,扬州,9,3,1,610,16044.4,0,疯狂打折,0
9110,男,33,杭州,7,1,1,631,11098.09,0,买一送一,1
9111,女,36,杭州,1,1,1,795,25886.97,186768.9072,买一送一,0
9112,女,40,杭州,1,2,0,495,28818.43,172443.1833,买一送一,0
9113,男,61,苏州,7,1,0,498,35802.59,126017.5098,买一送一,1
9114,男,32,苏州,2,2,1,682,31390.14,129351.5724,买一送一,0
9115,男,39,杭州,0,1,1,679,30560.34,106817.6403,疯狂打折,0
9116,女,28,杭州,9,2,1,845,10743.01,0,买一送一,0
9117,男,40,杭州,3,1,0,513,20081.92,173435.4858,买一送一,0
9118,女,33,苏州,10,1,1,516,24332.06,170782.917,买一送一,0
9119,女,43,杭州,3,1,0,699,38122.09,99339.7569,买一送一,1
9120,男,38,杭州,3,1,0,534,27521.65,0,疯狂打折,0
9121,女,32,杭州,0,1,0,660,16176.86,141042.7347,买一送一,0
9122,男,39,杭州,6,1,0,605,1843.47,136738.9893,疯狂打折,0
9123,男,42,扬州,2,1,1,679,32178.63,0,买一送一,0
9124,女,20,苏州,0,1,0,613,21712.75,144348.1137,疯狂打折,1
9125,男,30,扬州,1,1,1,683,12434.99,139306.356,买一送一,0
9126,男,46,杭州,2,2,0,616,26221.12,0,买一送一,0
9127,男,35,杭州,10,2,0,516,22880.68,128028.9657,疯狂打折,0
9128,女,41,扬州,7,2,0,614,26346.3,180807.0972,疯狂打折,0
9129,女,29,苏州,8,1,1,633,18677.71,129081.243,买一送一,0
9130,女,43,扬州,3,2,1,496,38146.37,0,疯狂打折,0
9131,男,37,杭州,2,1,1,776,1542.06,0,疯狂打折,0
9132,女,26,杭州,8,1,1,633,11494.56,152866.6632,买一送一,0
9133,男,50,杭州,9,4,0,644,37547.06,94484.91,买一送一,1
9134,男,53,苏州,5,1,0,553,31621.15,157437.3309,买一送一,1
9135,女,41,杭州,8,2,0,752,26738.82,0,买一送一,1
9136,女,32,杭州,8,2,1,700,30945.66,136435.4745,买一送一,1
9137,女,42,杭州,5,1,1,640,1607.02,216601.9299,买一送一,0
9138,女,50,杭州,1,1,0,672,2314.87,0,买一送一,1
9139,女,40,杭州,3,1,1,540,38214.67,203316.6876,疯狂打折,0
9140,男,43,杭州,1,2,0,807,6670.75,130133.1636,买一送一,1
9141,女,40,杭州,7,3,0,698,20614.78,129225.9402,买一送一,1
9142,女,32,苏州,9,2,1,728,29186.13,157159.683,买一送一,0
9143,女,50,杭州,8,1,1,670,604.04,170158.2738,疯狂打折,0
9144,女,34,苏州,10,1,0,588,29393.36,159183.9186,买一送一,0
9145,男,43,扬州,2,1,1,727,20538.24,119805.9114,买一送一,1
9146,男,36,苏州,4,2,0,659,16122.55,163072.0716,买一送一,0
9147,女,39,扬州,1,2,0,553,8482.48,175738.6854,买一送一,0
9148,女,37,杭州,10,1,0,724,30184.09,84376.2288,买一送一,0
9149,女,24,扬州,0,1,1,594,13652.99,119775.6042,买一送一,0
9150,女,33,扬州,1,2,0,660,22530.57,0,疯狂打折,0
9151,女,44,扬州,7,2,1,616,26270.12,237652.0146,买一送一,0
9152,女,60,杭州,7,1,1,508,24772.99,176212.3092,买一送一,0
9153,男,19,扬州,5,2,0,615,30577.61,0,买一送一,0
9154,女,28,杭州,4,1,1,499,4206.86,174404.9103,买一送一,0
9155,女,47,杭州,7,2,0,571,21485.08,0,疯狂打折,0
9156,男,35,苏州,3,1,1,562,33864.76,175024.2399,疯狂打折,0
9157,男,59,苏州,8,2,0,598,11509.01,145398.8166,疯狂打折,1
9158,男,32,杭州,7,1,1,553,20871.81,78820.9707,疯狂打折,0
9159,男,29,扬州,7,2,0,786,12417.89,99501.3912,买一送一,0
9160,男,40,杭州,1,2,1,678,35820.91,0,买一送一,0
9161,女,27,苏州,2,1,0,665,35852.4,181346.2308,疯狂打折,0
9162,男,43,杭州,4,2,0,663,28566.21,107777.5569,买一送一,0
9163,男,38,杭州,7,1,0,717,36171.26,119874.6438,疯狂打折,0
9164,男,41,扬州,7,2,1,785,38070.53,0,买一送一,0
9165,男,24,扬州,0,2,1,597,35913.21,132911.4261,买一送一,0
9166,女,36,苏州,9,2,0,635,37615.88,99915.1755,买一送一,0
9167,男,44,杭州,9,1,0,603,26448.99,0,买一送一,0
9168,女,32,扬州,4,1,0,707,26171.55,163387.7388,疯狂打折,0
9169,女,44,苏州,6,1,0,655,12400.28,180193.4748,买一送一,1
9170,女,32,扬州,0,1,1,673,13933.71,0,买一送一,0
9171,女,55,苏州,1,1,0,689,8100.33,93845.0763,买一送一,1
9172,男,50,杭州,9,2,0,657,7107.35,0,疯狂打折,0
9173,男,45,扬州,3,2,1,718,37041.01,129477.5736,买一送一,0
9174,男,29,苏州,0,1,0,697,27112.61,212413.0542,疯狂打折,0
9175,女,53,杭州,3,1,1,537,17477.36,0,买一送一,0
9176,男,46,杭州,10,1,0,595,14051.46,0,买一送一,1
9177,女,34,杭州,1,2,0,496,34578.35,126349.7205,买一送一,0
9178,男,61,杭州,1,2,1,529,36591,0,买一送一,0
9179,男,43,杭州,4,1,1,736,10106.47,216645.4842,买一送一,0
9180,女,29,苏州,2,2,1,631,6044.61,119142.1296,买一送一,0
9181,女,31,杭州,3,1,0,643,27373.29,206577.8604,买一送一,0
9182,男,31,杭州,9,2,1,726,20290.11,0,买一送一,0
9183,男,31,杭州,4,1,0,527,32382.77,0,买一送一,0
9184,女,59,扬州,1,1,1,584,24906.33,0,疯狂打折,1
9185,男,43,扬州,1,2,1,478,37842.52,0,买一送一,0
9186,男,41,扬州,1,1,1,615,10621.65,155931.3189,买一送一,0
9187,女,43,扬州,4,1,1,581,19165.58,209312.667,疯狂打折,0
9188,女,33,扬州,3,2,1,809,27041.44,0,疯狂打折,0
9189,男,42,杭州,1,1,0,532,19308.39,195600.3933,买一送一,1
9190,男,43,苏州,10,2,1,735,37604.83,151511.4123,买一送一,0
9191,女,28,扬州,5,2,1,794,16577.43,0,疯狂打折,0
9192,男,36,杭州,3,2,0,666,6722.09,0,买一送一,0
9193,女,40,杭州,7,1,0,480,32568.38,0,买一送一,1
9194,女,40,苏州,9,2,1,832,25743.58,132408.1962,买一送一,0
9195,男,32,苏州,2,1,1,548,10682.09,121753.1244,买一送一,0
9196,男,38,杭州,5,2,1,709,15574.05,0,买一送一,0
9197,男,58,苏州,8,2,1,679,16636.36,154796.1519,买一送一,0
9198,女,52,杭州,2,1,1,625,16177.06,97746.8208,买一送一,0
9199,女,47,杭州,1,3,0,731,36660.54,141959.4537,疯狂打折,1
9200,女,27,杭州,4,2,0,666,16969.68,0,疯狂打折,0
9201,男,25,扬州,6,2,1,670,14982.58,0,买一送一,0
9202,男,31,苏州,8,2,1,757,37682.09,183375.657,买一送一,0
9203,男,31,杭州,9,1,1,641,6162.82,138368.8377,买一送一,0
9204,女,34,苏州,1,1,0,420,28579.56,166726.377,疯狂打折,1
9205,女,34,杭州,4,2,0,549,26666.07,0,疯狂打折,0
9206,男,31,扬州,5,1,1,572,22943.96,120673.8117,疯狂打折,0
9207,男,27,扬州,6,2,0,698,5287.65,154275.6651,疯狂打折,0
9208,男,34,杭州,5,1,0,687,36537.78,157772.7888,买一送一,0
9209,男,34,杭州,0,2,0,813,8254.13,0,买一送一,0
9210,男,49,苏州,9,2,0,626,35792.01,211299.0432,买一送一,0
9211,女,32,苏州,1,2,0,763,11577.9,133412.7495,买一送一,1
9212,女,49,苏州,1,4,0,819,31771.37,148407.9378,疯狂打折,1
9213,男,32,杭州,2,1,1,795,37919.16,144236.2083,买一送一,0
9214,女,38,杭州,4,2,0,520,10781.76,0,买一送一,0
9215,男,35,杭州,8,2,0,718,18130.18,0,买一送一,0
9216,男,40,苏州,5,3,0,596,28417.48,76738.5069,买一送一,1
9217,女,29,苏州,6,1,0,499,22681.44,182103.3696,买一送一,0
9218,女,24,扬州,1,1,0,812,15917.23,113746.5624,疯狂打折,0
9219,女,35,苏州,0,2,1,724,31991.02,211539.0285,疯狂打折,0
9220,女,38,杭州,2,2,0,646,34178.34,0,疯狂打折,0
9221,女,29,杭州,3,3,0,755,905.15,0,买一送一,0
9222,女,27,杭州,2,2,1,557,859.95,0,疯狂打折,0
9223,男,30,杭州,10,1,0,495,33030.52,159599.8677,疯狂打折,0
9224,女,42,杭州,4,1,1,597,20428.51,79630.3476,买一送一,0
9225,男,28,扬州,1,2,0,760,3114.22,173477.4411,疯狂打折,0
9226,女,24,杭州,1,2,1,625,34602.2,0,买一送一,0
9227,女,45,杭州,6,2,1,544,28948.62,0,疯狂打折,0
9228,男,44,扬州,5,1,0,593,24483.17,0,买一送一,0
9229,男,40,杭州,4,1,1,501,19203.4,154773.606,买一送一,0
9230,女,39,扬州,2,2,0,633,36559.66,0,疯狂打折,0
9231,男,33,苏州,7,2,1,643,7696.14,121315.2813,买一送一,0
9232,男,29,扬州,0,2,1,613,25601.78,0,疯狂打折,0
9233,男,61,杭州,3,1,1,594,36794.28,76741.2006,买一送一,0
9234,女,30,杭州,10,2,1,594,23723.08,0,买一送一,0
9235,女,61,杭州,3,4,1,611,12665.05,161847.8157,疯狂打折,1
9236,女,26,扬州,8,2,1,622,23893.84,0,买一送一,0
9237,女,45,苏州,2,2,1,561,22126.01,206745.0174,疯狂打折,0
9238,男,33,苏州,7,2,1,648,32823.74,166431.8043,疯狂打折,0
9239,女,37,杭州,7,1,0,646,31248.02,118767.1518,疯狂打折,0
9240,女,51,苏州,1,1,1,840,7014.74,107969.1909,疯狂打折,1
9241,男,31,扬州,4,2,1,503,4138.63,0,买一送一,0
9242,男,68,杭州,2,2,1,693,11446.45,0,买一送一,0
9243,女,43,扬州,3,2,1,734,18128.46,68699.5959,疯狂打折,1
9244,男,51,杭州,10,1,1,350,24058.08,0,买一送一,1
9245,男,31,杭州,3,1,0,735,13944.1,147056.7705,疯狂打折,0
9246,男,35,苏州,8,2,1,637,16206.63,180967.2063,买一送一,0
9247,男,22,杭州,5,1,0,734,23306.75,159969.1629,疯狂打折,1
9248,女,33,杭州,1,2,0,571,19646.4,0,买一送一,0
9249,女,56,杭州,0,1,1,604,23891.88,77161.1595,疯狂打折,0
9250,男,31,杭州,4,2,1,472,14019.5,72155.3916,疯狂打折,0
9251,女,71,杭州,8,2,1,804,28297.5,0,疯狂打折,0
9252,女,26,杭州,4,2,1,641,5383.81,112603.8432,疯狂打折,0
9253,女,46,杭州,8,1,0,797,31102.93,0,疯狂打折,0
9254,男,38,扬州,6,2,0,769,19960.56,0,疯狂打折,0
9255,男,36,杭州,9,2,1,667,7660.09,0,买一送一,0
9256,男,34,杭州,9,2,0,786,27632.34,0,买一送一,0
9257,女,34,杭州,9,1,0,623,4637.7,0,买一送一,0
9258,女,32,杭州,4,1,1,801,7246.36,92459.7642,买一送一,0
9259,男,44,苏州,2,1,0,544,13236.74,133941.9939,疯狂打折,1
9260,女,33,杭州,4,1,0,591,23828.88,139904.3451,买一送一,0
9261,男,24,杭州,6,1,1,591,4839.54,181252.8,买一送一,0
9262,男,61,杭州,5,2,1,597,15544.77,0,买一送一,0
9263,男,63,杭州,4,2,1,793,15348.38,127587.6417,买一送一,0
9264,男,36,杭州,4,2,1,818,1536.71,0,买一送一,0
9265,男,37,扬州,7,2,1,688,21783.23,169939.7643,买一送一,0
9266,女,23,扬州,9,2,1,451,9181.97,0,疯狂打折,0
9267,女,34,杭州,2,1,0,700,24500.24,93876.9087,买一送一,0
9268,女,44,杭州,9,2,0,554,22006,167052.081,疯狂打折,0
9269,男,48,杭州,1,1,1,682,32283.02,170697.1245,疯狂打折,0
9270,男,27,苏州,1,2,1,850,5022.02,124572.2475,买一送一,0
9271,女,45,杭州,5,2,1,811,27939.42,0,买一送一,0
9272,男,52,苏州,8,1,1,695,4299.35,126718.6098,买一送一,0
9273,男,33,杭州,4,2,1,752,7566.11,0,买一送一,0
9274,男,43,苏州,4,2,1,533,2397.21,98943.7338,疯狂打折,0
9275,女,31,苏州,4,1,1,850,11842.46,202547.3718,疯狂打折,0
9276,男,38,杭州,5,2,1,684,37926.43,129236.0754,买一送一,0
9277,男,24,杭州,4,1,0,429,8828.05,117762.3525,买一送一,0
9278,男,30,扬州,2,1,1,850,1143.05,173479.2123,买一送一,0
9279,男,36,苏州,6,2,0,664,23409.76,87505.6071,买一送一,0
9280,男,40,扬州,6,1,0,490,36498.87,192016.6284,疯狂打折,0
9281,女,54,扬州,2,2,1,639,10295.16,0,买一送一,0
9282,女,41,杭州,4,1,0,576,36526.8,138510.1893,疯狂打折,1
9283,男,88,扬州,10,2,1,513,10124.71,0,买一送一,0
9284,女,37,扬州,0,1,1,525,25147.55,0,疯狂打折,0
9285,男,59,苏州,8,1,0,613,5347.03,112441.3848,疯狂打折,1
9286,男,32,扬州,7,2,0,507,12987.79,0,买一送一,0
9287,男,38,杭州,7,1,1,569,20739.8,0,买一送一,0
9288,男,38,苏州,9,1,0,613,15022.3,82547.3295,买一送一,1
9289,女,43,扬州,6,1,0,685,13136.08,144282.2226,疯狂打折,0
9290,男,37,杭州,9,2,0,650,3436.72,0,买一送一,0
9291,女,42,扬州,6,2,0,563,29512.03,121839.1506,买一送一,1
9292,男,36,扬州,3,1,0,525,12856.21,95829.5829,买一送一,0
9293,女,32,杭州,7,1,0,789,20554.37,85390.9296,买一送一,0
9294,女,39,杭州,4,1,0,657,18583.7,98761.3863,买一送一,0
9295,男,38,扬州,7,1,0,624,25831.12,152405.0565,买一送一,0
9296,女,22,杭州,0,2,1,539,7413.5,124089.6939,买一送一,0
9297,女,62,苏州,7,1,0,528,32219.44,163837.4391,疯狂打折,1
9298,男,51,杭州,9,1,0,461,10854.23,147464.5032,疯狂打折,1
9299,女,27,杭州,2,1,0,712,24246.49,163601.6973,买一送一,0
9300,女,35,扬州,2,1,0,752,8477.15,0,买一送一,1
9301,女,23,苏州,5,1,0,758,19590.98,150969.093,买一送一,1
9302,女,42,杭州,7,1,0,695,8867.04,149387.9649,疯狂打折,0
9303,女,22,苏州,10,1,0,533,8384.71,142364.628,疯狂打折,0
9304,女,27,杭州,9,2,0,653,18437.72,0,买一送一,0
9305,男,38,苏州,3,1,0,606,7085.01,122873.9619,疯狂打折,0
9306,男,28,扬州,8,2,0,639,24199.05,0,买一送一,0
9307,男,33,苏州,2,2,1,812,20149.8,156399.5922,疯狂打折,0
9308,女,37,扬州,8,2,1,673,35051.39,0,买一送一,0
9309,男,32,扬州,5,2,1,796,22530.18,126410.9745,疯狂打折,0
9310,男,32,杭州,1,1,1,703,10754.63,154593.5217,买一送一,0
9311,男,26,苏州,4,1,1,603,17751.56,134274.6351,买一送一,0
9312,男,38,苏州,7,2,1,795,24296.16,154860.9606,买一送一,0
9313,男,31,扬州,6,1,0,529,2031.72,0,买一送一,0
9314,男,23,杭州,2,1,0,570,38017.39,0,疯狂打折,0
9315,男,34,杭州,5,1,0,817,31656.37,159012.4689,疯狂打折,0
9316,女,62,杭州,3,1,0,538,3380.88,92313.3327,疯狂打折,1
9317,男,31,杭州,7,1,1,621,28430.04,168090.0903,买一送一,0
9318,女,30,苏州,6,1,0,627,35995.88,71105.4636,买一送一,0
9319,女,33,苏州,2,1,1,850,14324.59,102600.4992,疯狂打折,0
9320,女,36,杭州,3,2,0,625,7895.81,0,买一送一,1
9321,男,66,杭州,8,2,1,678,9008.99,0,买一送一,0
9322,女,23,杭州,10,1,1,571,3281.78,185849.6544,疯狂打折,0
9323,女,40,杭州,3,2,0,654,32101.16,0,买一送一,0
9324,男,37,苏州,10,2,1,807,32905.91,160035.8535,疯狂打折,0
9325,男,44,扬州,3,2,1,811,14998.03,0,疯狂打折,0
9326,男,32,苏州,3,2,0,596,7990.12,118952.1561,疯狂打折,0
9327,男,31,苏州,3,2,1,697,23676.06,133830.6666,疯狂打折,0
9328,女,34,杭州,9,1,1,785,13116.7,86472.0504,买一送一,0
9329,男,55,杭州,9,1,0,587,12350.49,0,买一送一,0
9330,男,30,杭州,1,1,1,523,26420.03,102312.9867,买一送一,0
9331,女,44,杭州,2,2,1,726,5111.63,0,买一送一,0
9332,女,45,苏州,5,2,0,665,9918.15,191200.6095,买一送一,1
9333,女,36,扬州,6,1,0,616,2956.56,162743.4033,疯狂打折,0
9334,女,41,苏州,3,4,0,847,3064.08,124898.5173,买一送一,1
9335,男,35,扬州,2,1,0,635,17377.26,139771.2468,买一送一,0
9336,男,44,扬州,6,1,1,627,21887.1,0,买一送一,0
9337,女,42,杭州,7,2,0,583,27540.92,0,买一送一,0
9338,男,30,苏州,1,1,0,637,19611.17,150288.2019,买一送一,1
9339,男,32,苏州,8,1,0,646,14935.34,129639.294,买一送一,1
9340,女,64,苏州,6,1,1,579,31373.56,178614.9789,买一送一,0
9341,男,30,苏州,4,1,0,759,1662.29,125217.2841,疯狂打折,0
9342,女,39,杭州,6,2,0,656,26973.2,0,买一送一,0
9343,男,63,杭州,6,1,1,431,32123.93,198008.9547,买一送一,0
9344,女,55,扬州,4,1,0,420,27699.86,113028.7836,买一送一,1
9345,女,18,苏州,3,1,0,716,37728.89,158354.874,疯狂打折,0
9346,女,57,扬州,8,2,1,850,25296.07,155934.849,买一送一,0
9347,男,34,杭州,7,2,1,671,5045.45,131122.6002,买一送一,0
9348,女,38,苏州,8,2,1,608,26210.29,127493.8173,买一送一,0
9349,女,28,扬州,8,1,0,578,34002.82,198759.0948,买一送一,0
9350,女,35,扬州,5,1,1,512,3591.86,153234.2487,买一送一,0
9351,男,45,苏州,4,1,0,770,5002.62,136241.7864,买一送一,1
9352,女,23,苏州,7,1,0,702,21912.8,121493.5329,买一送一,0
9353,男,37,杭州,7,1,0,656,29284.5,138118.3482,买一送一,0
9354,女,40,扬州,4,1,1,641,9885.86,124341.0321,买一送一,0
9355,女,38,扬州,6,1,1,689,2329.28,148855.8915,买一送一,0
9356,男,38,苏州,6,1,1,696,1533.17,175048.8522,买一送一,0
9357,女,41,杭州,5,1,0,655,6988.14,0,疯狂打折,1
9358,女,39,杭州,6,1,0,744,2038.73,0,疯狂打折,0
9359,女,41,杭州,2,1,1,710,1908.96,191962.4715,买一送一,0
9360,男,34,扬州,8,1,0,602,7560.61,121010.7456,买一送一,0
9361,女,43,杭州,9,2,0,513,29158.66,0,买一送一,0
9362,女,51,苏州,10,2,0,628,2414.64,141795.0027,疯狂打折,1
9363,女,44,杭州,4,1,0,706,13358.6,159415.3677,疯狂打折,0
9364,男,20,杭州,3,2,1,613,28606.83,0,买一送一,0
9365,女,59,扬州,0,1,1,682,16214.86,150873.5097,疯狂打折,0
9366,女,39,杭州,1,1,0,785,31319,160082.0154,买一送一,1
9367,男,32,扬州,1,1,1,668,21269.86,165368.6292,疯狂打折,0
9368,女,64,苏州,10,2,1,717,4135.79,120985.6905,买一送一,0
9369,男,25,苏州,10,2,0,775,2690.84,74052.396,买一送一,0
9370,女,66,苏州,0,1,1,850,22739.89,156358.3626,疯狂打折,1
9371,女,39,苏州,7,2,0,600,11210.77,108827.1528,买一送一,0
9372,女,42,扬州,8,1,1,706,14480.35,117325.7886,买一送一,0
9373,女,29,杭州,9,2,0,695,21331.82,0,买一送一,0
9374,男,43,苏州,8,2,1,789,28377.1,147174.9612,疯狂打折,1
9375,男,24,杭州,4,2,1,778,31129.86,0,买一送一,0
9376,男,23,苏州,2,2,1,706,24318.74,114761.4231,疯狂打折,0
9377,男,45,扬州,3,2,1,636,30490.21,0,买一送一,0
9378,女,52,杭州,0,2,0,626,6149.03,0,买一送一,1
9379,女,33,杭州,6,2,1,512,16000.37,149672.9313,买一送一,0
9380,男,72,杭州,3,1,1,683,10110.21,173426.6298,疯狂打折,0
9381,女,39,苏州,6,1,1,798,31405.03,147338.9448,买一送一,0
9382,男,45,杭州,9,2,1,628,18520.56,0,买一送一,0
9383,女,40,杭州,5,1,0,444,27502.05,103750.5861,买一送一,0
9384,女,36,杭州,0,1,1,850,11992.81,202766.1642,买一送一,0
9385,女,36,扬州,10,2,1,624,35598.55,0,疯狂打折,0
9386,女,35,杭州,3,3,1,749,25363.26,0,买一送一,0
9387,男,61,扬州,9,2,0,615,28724.25,0,买一送一,1
9388,男,47,苏州,0,2,1,669,34785.51,78380.2494,买一送一,0
9389,男,38,扬州,9,1,0,800,15056.28,0,买一送一,0
9390,男,64,杭州,0,2,1,615,6863.49,100323.843,疯狂打折,0
9391,女,29,杭州,8,1,1,712,7298.28,172409.8503,买一送一,0
9392,女,75,杭州,3,2,1,656,244.14,0,买一送一,0
9393,男,36,杭州,6,2,1,576,9237.85,0,买一送一,0
9394,女,30,苏州,0,2,0,564,25654.9,124174.5024,疯狂打折,0
9395,男,28,杭州,9,1,0,775,28552.77,136736.271,买一送一,0
9396,男,34,扬州,8,1,0,613,26655.84,144279.0246,买一送一,0
9397,女,40,苏州,8,2,0,749,16507.38,174392.5611,疯狂打折,0
9398,男,29,扬州,8,1,1,498,8925.02,157273.0398,买一送一,0
9399,男,29,杭州,10,2,1,513,4878.54,0,疯狂打折,0
9400,男,35,苏州,6,2,1,754,20290.02,121260.7062,疯狂打折,0
9401,男,47,杭州,6,1,0,653,9693.29,0,买一送一,1
9402,女,28,杭州,0,1,0,597,24327.6,175528.3185,买一送一,0
9403,男,27,杭州,8,2,0,639,36758.57,0,买一送一,0
9404,女,41,杭州,9,1,0,536,23192.95,0,买一送一,0
9405,男,58,杭州,6,1,1,707,24181.86,110313.6816,疯狂打折,0
9406,女,39,杭州,9,1,0,644,715.28,0,买一送一,0
9407,男,36,杭州,4,1,1,435,37670.21,0,买一送一,0
9408,男,45,苏州,6,2,1,727,20015.06,140740.1055,买一送一,1
9409,女,34,杭州,7,1,0,594,1805.57,174076.4265,疯狂打折,0
9410,男,30,杭州,4,1,1,682,30872.9,0,疯狂打折,0
9411,女,47,扬州,8,1,1,649,13655.86,136263.4344,买一送一,0
9412,女,35,杭州,0,2,1,723,11719.11,0,疯狂打折,0
9413,女,31,杭州,6,1,0,529,2496.03,187341.9765,买一送一,0
9414,女,32,杭州,7,1,0,543,21562.51,181125.9378,买一送一,0
9415,女,33,苏州,0,1,0,675,12392.93,174433.9875,买一送一,1
9416,男,39,杭州,3,1,1,609,26462.65,149787.8133,买一送一,0
9417,男,42,扬州,10,2,0,606,34022.66,0,买一送一,0
9418,女,21,杭州,2,1,0,618,11044.35,154589.8317,疯狂打折,0
9419,男,55,扬州,7,2,1,653,8024.28,0,买一送一,0
9420,女,37,杭州,9,2,0,709,3199.53,0,买一送一,0
9421,女,42,杭州,3,2,0,713,15786.8,0,疯狂打折,0
9422,女,40,杭州,4,2,1,652,6410.05,98310.6528,买一送一,0
9423,女,33,杭州,0,1,1,643,35345.48,169508.4525,买一送一,0
9424,女,45,苏州,9,1,1,652,29327.63,136317.8127,买一送一,1
9425,男,32,苏州,2,2,0,850,10404.62,158237.0154,疯狂打折,0
