用户码,性别,玫瑰套餐,紫罗兰套餐,郁金香套餐,百合套餐,康乃馨套餐,胡姬花套餐,生日套餐,情人节套餐,会员卡类型,入会月数,会费支付方式,平均月消费,总消费,已停付会费
6094,男,是,否,否,否,否,是,是,是,双年卡,51,微信自动扣款,75.2,3901.25,否
6095,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,9,手工转账,20.15,163.7,否
6096,男,是,是,是,是,是,是,是,否,双年卡,66,花呗付款,79.4,5154.6,是
6097,女,否,是,否,是,是,否,是,是,月卡,46,就餐时付费,99.8,4391.25,否
6098,男,否,否,否,是,否,是,是,是,年卡,69,微信自动扣款,104.7,7220.35,是
6099,男,是,否,否,否,是,否,是,是,月卡,47,就餐时付费,100.05,4871.05,是
6100,女,否,否,是,否,否,否,否,否,月卡,12,就餐时付费,78.95,927.35,是
6101,女,是,是,是,是,否,否,是,否,双年卡,72,微信自动扣款,95.9,6954.15,否
6102,男,否,否,否,否,是,是,是,是,月卡,4,就餐时付费,74.4,299.7,是
6103,女,是,否,否,是,是,否,否,否,月卡,2,微信自动扣款,79.7,165,是
6104,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,71.65,71.65,是
6105,男,是,否,是,否,否,否,是,否,月卡,42,微信自动扣款,40.15,1626.05,否
6106,男,否,否,否,否,是,是,是,是,月卡,14,就餐时付费,55,771.95,否
6107,男,是,是,否,是,是,是,是,是,双年卡,69,微信自动扣款,81.95,5601.4,否
6108,女,是,否,否,是,是,是,否,否,年卡,66,微信自动扣款,90.55,6130.95,否
6109,男,是,是,否,否,否,否,否,否,月卡,57,就餐时付费,74.3,4018.35,否
6110,女,否,否,否,否,否,否,是,是,月卡,14,就餐时付费,46.35,672.7,否
6111,男,否,否,否,否,是,否,否,否,月卡,4,就餐时付费,29.65,118.5,是
6112,女,否,否,否,否,是,是,是,是,年卡,60,就餐时付费,106,6441.4,是
6113,女,否,是,否,否,否,是,否,否,年卡,16,花呗付款,79.5,1264.2,否
6114,女,否,否,否,是,否,否,否,否,月卡,2,手工转账,54.15,101.65,否
6115,女,是,是,是,否,是,是,否,是,双年卡,71,就餐时付费,100.45,7159.7,否
6116,女,否,否,否,是,是,是,否,是,月卡,64,花呗付款,74.65,4869.35,否
6117,女,否,否,否,否,否,否,否,否,月卡,3,手工转账,44.75,148.05,否
6118,女,是,否,是,否,是,是,是,是,双年卡,72,花呗付款,84.4,6096.45,否
6119,女,否,否,是,是,否,否,是,否,月卡,26,微信自动扣款,69.5,1800.05,否
6120,男,是,是,否,是,否,否,否,否,月卡,1,就餐时付费,30.2,30.2,是
6121,男,否,否,是,否,是,否,否,否,年卡,52,就餐时付费,53.75,2790.65,否
6122,男,否,否,是,是,是,是,是,是,双年卡,72,微信自动扣款,113.4,8164.1,否
6123,女,是,是,是,是,是,是,是,是,双年卡,36,花呗付款,92.9,3379.25,否
6124,女,是,否,是,是,否,否,是,否,月卡,46,就餐时付费,45.55,2062.15,否
6125,男,否,是,否,否,否,是,否,否,年卡,51,花呗付款,47.85,2356.75,否
6126,男,否,否,否,否,否,是,否,否,月卡,4,就餐时付费,30.5,118.4,否
6127,男,否,否,否,否,否,否,否,否,月卡,3,手工转账,75,209.1,是
6128,女,否,否,否,是,否,是,是,是,月卡,56,微信自动扣款,105.45,5916.95,否
6129,女,否,否,否,否,否,是,是,否,月卡,16,就餐时付费,59.4,1023.9,是
6130,男,是,否,否,否,否,否,是,是,年卡,44,微信自动扣款,90.65,3974.15,否
6131,男,否,否,是,是,否,是,否,否,年卡,29,就餐时付费,58.75,1696.2,否
6132,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,29,手工转账,20.65,654.85,否
6133,女,否,否,否,否,否,否,否,否,月卡,22,微信自动扣款,74.4,1692.6,是
6134,男,否,否,否,否,否,是,否,否,月卡,1,就餐时付费,74,74,否
6135,女,是,是,是,是,是,是,是,是,双年卡,68,花呗付款,88,6161.9,否
6136,男,是,是,是,否,否,是,是,否,年卡,29,微信自动扣款,69.05,1958.45,否
6137,男,否,否,是,否,否,否,否,否,月卡,1,手工转账,51.25,51.25,否
6138,男,是,否,否,否,否,否,否,否,月卡,34,就餐时付费,75.55,2425.4,否
6139,女,否,否,否,否,否,否,否,否,月卡,37,就餐时付费,76.25,2841.55,是
6140,男,是,否,否,否,否,否,否,否,月卡,7,手工转账,74.4,527.9,是
6141,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,51,手工转账,20.45,1042.65,否
6142,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,44.8,44.8,否
6143,男,否,否,否,否,是,否,否,是,月卡,52,花呗付款,83.8,4331.4,否
6144,男,否,否,是,否,否,是,是,否,月卡,21,手工转账,43.55,1011.5,否
6145,女,是,否,是,是,否,否,否,是,年卡,69,花呗付款,87.3,6055.55,否
6146,女,是,是,否,是,是,是,是,是,双年卡,70,就餐时付费,110.2,7689.8,否
6147,女,是,是,否,否,否,否,是,是,月卡,42,就餐时付费,94.2,4186.3,是
6148,女,否,否,否,是,否,否,是,是,月卡,33,就餐时付费,100,3320.6,否
6149,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,44.9,44.9,否
6150,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,59,手工转账,19.85,1188.25,否
6151,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,2,手工转账,24.85,62,否
6152,女,否,否,否,否,是,否,否,是,月卡,4,花呗付款,82.85,319.6,否
6153,女,是,是,否,是,否,否,否,是,月卡,31,就餐时付费,91.15,2995.45,是
6154,女,是,否,否,否,是,是,是,是,年卡,61,微信自动扣款,103.3,6518.35,否
6155,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,42,手工转账,19.55,839.4,否
6156,女,否,否,否,是,否,否,否,否,月卡,13,就餐时付费,31.05,347.25,是
6157,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,44,44,否
6158,男,否,否,是,否,是,是,否,否,月卡,5,手工转账,40,223.45,是
6159,女,是,是,是,否,是,否,是,是,双年卡,71,花呗付款,77.55,5574.35,否
6160,男,否,否,否,否,否,否,否,否,月卡,27,手工转账,69.05,1793.25,否
6161,男,否,否,否,否,否,否,是,否,双年卡,37,花呗付款,35.8,1316.9,否
6162,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,57,手工转账,20.75,1123.15,否
6163,男,否,否,否,否,否,是,否,否,月卡,41,就餐时付费,74.25,3089.1,否
6164,女,是,否,否,是,是,是,是,是,月卡,26,微信自动扣款,81.9,2078.55,否
6165,女,是,是,否,否,否,否,否,是,月卡,10,就餐时付费,85.95,858.6,否
6166,男,是,是,否,否,否,否,否,是,月卡,31,微信自动扣款,59.7,1825.5,否
6167,男,是,否,否,否,是,否,否,否,月卡,14,花呗付款,50.2,668.85,否
6168,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,微信自动扣款,24.3,1778.7,否
6169,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,9,手工转账,20.4,184.1,否
6170,男,是,否,是,否,否,是,否,否,月卡,10,花呗付款,54.95,568.85,否
6171,女,否,否,是,是,否,是,否,是,年卡,42,手工转账,67.7,2882.25,否
6172,女,否,否,否,否,否,否,是,否,月卡,5,就餐时付费,84,424.75,否
6173,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,2,手工转账,20.35,41.85,否
6174,男,否,否,否,是,否,否,是,否,月卡,25,就餐时付费,89.5,2196.15,是
6175,男,否,否,是,是,是,是,否,否,月卡,5,手工转账,43.25,219,是
6176,男,否,否,否,否,否,否,是,否,月卡,1,就餐时付费,78.95,78.95,是
6177,女,是,是,是,是,否,否,否,否,月卡,46,微信自动扣款,35.05,1620.25,否
6178,女,否,否,是,否,是,是,否,否,年卡,57,花呗付款,41.1,2258.25,否
6179,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,4,手工转账,25.25,101.9,否
6180,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,21,微信自动扣款,20.5,429.55,否
6181,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,65,微信自动扣款,19.35,1319.95,否
6182,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,19,手工转账,19.9,357.7,否
6183,男,是,否,是,否,是,否,是,否,月卡,51,微信自动扣款,93.8,4750.95,是
6184,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,花呗付款,24.8,1874.3,否
6185,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.05,20.05,否
6186,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,70,微信自动扣款,19.8,1378.75,否
6187,女,是,否,否,是,是,否,否,是,月卡,28,花呗付款,89.9,2433.5,否
6188,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,5,手工转账,20.1,85.1,否
6189,男,是,否,是,是,是,是,否,否,年卡,71,就餐时付费,92,6585.2,否
6190,女,否,否,否,否,否,否,是,否,月卡,4,就餐时付费,79,303.15,是
6191,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,57,微信自动扣款,19.5,1167.6,否
6192,男,是,否,否,是,是,否,否,是,月卡,69,微信自动扣款,95.35,6382,否
6193,女,否,否,否,是,否,是,否,是,月卡,68,就餐时付费,44.95,3085.35,否
6194,男,否,否,是,否,否,否,否,否,月卡,1,花呗付款,49.8,49.8,否
6195,女,是,是,是,是,否,否,是,否,年卡,71,就餐时付费,69.2,4982.5,否
6196,男,否,否,否,是,否,是,是,是,月卡,44,就餐时付费,100.55,4398.15,是
6197,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,27,手工转账,20.55,583.3,否
6198,男,是,否,否,是,是,是,是,是,双年卡,71,花呗付款,79.1,5564.85,否
6199,女,是,是,是,否,否,否,是,是,年卡,63,花呗付款,99.65,6311.2,否
6200,女,否,是,否,否,否,否,是,是,月卡,17,手工转账,64.7,1093.1,是
6201,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,手工转账,25.4,1797.1,否
6202,男,是,否,否,否,否,否,否,否,月卡,1,就餐时付费,74.3,74.3,否
6203,女,是,否,否,是,否,否,是,否,月卡,1,就餐时付费,90.6,90.6,是
6204,女,否,否,否,否,否,否,否,否,月卡,9,微信自动扣款,44.2,403.35,是
6205,女,是,否,是,否,是,否,是,否,年卡,52,手工转账,64.3,3410.6,否
6206,女,是,否,否,是,是,是,是,是,双年卡,65,花呗付款,105.85,6725.5,否
6207,女,否,否,是,否,否,否,否,否,月卡,9,就餐时付费,74.85,708.2,否
6208,男,否,否,否,否,是,否,否,是,月卡,1,就餐时付费,39.65,39.65,是
6209,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,21,手工转账,19.8,350.1,否
6210,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,63,花呗付款,24.65,1574.5,否
6211,女,否,否,是,是,是,是,否,否,双年卡,66,手工转账,47.4,3177.25,否
6212,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,25,花呗付款,19.2,532.1,否
6213,女,否,否,否,是,否,否,是,否,月卡,6,就餐时付费,90.1,521.3,是
6214,男,否,否,否,否,是,否,否,是,月卡,44,手工转账,90.4,4063,否
6215,男,否,否,是,否,是,是,是,是,年卡,60,手工转账,79,4801.1,否
6216,女,否,否,否,否,否,是,是,是,月卡,18,微信自动扣款,99.85,1776.95,是
6217,女,是,否,否,是,否,否,是,是,月卡,60,就餐时付费,99.8,5985.75,否
6218,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,11,花呗付款,23.15,245.2,是
6219,男,否,否,否,否,是,否,否,是,年卡,59,微信自动扣款,61.35,3645.5,否
6220,男,否,否,否,是,否,否,否,否,月卡,12,微信自动扣款,49.05,593.05,否
6221,女,是,否,是,否,否,是,否,是,双年卡,8,手工转账,65.5,564.35,否
6222,女,否,否,否,否,是,否,否,否,月卡,28,手工转账,29.75,790.7,否
6223,女,是,是,否,是,是,是,是,是,月卡,30,就餐时付费,107.5,3242.5,否
6224,女,否,是,否,否,否,否,是,否,月卡,12,就餐时付费,84.05,966.55,否
6225,男,否,否,否,是,是,是,否,否,月卡,12,手工转账,83.8,1029.75,是
6226,女,否,否,否,是,否,否,否,否,月卡,2,手工转账,49.2,103.7,否
6227,男,否,否,否,否,否,否,是,否,月卡,3,手工转账,55.15,159.15,是
6228,女,否,否,否,是,否,否,否,是,月卡,41,就餐时付费,40.35,1677.85,否
6229,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,55,花呗付款,25.65,1388,否
6230,男,否,否,否,否,是,否,否,否,月卡,8,就餐时付费,81.25,585.95,是
6231,男,是,是,否,是,是,否,是,是,双年卡,72,就餐时付费,103.4,7372.65,是
6232,男,是,否,是,是,否,是,否,是,双年卡,72,微信自动扣款,100.55,7325.1,否
6233,女,是,是,否,否,是,否,否,是,年卡,30,就餐时付费,86.45,2538.05,否
6234,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,25,微信自动扣款,25.4,546.85,否
6235,女,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,75.1,75.1,是
6236,男,是,是,是,否,否,否,是,是,月卡,32,花呗付款,99.55,3204.65,是
6237,女,否,否,否,是,是,否,是,是,月卡,46,就餐时付费,104.45,4863.85,否
6238,男,是,否,是,否,是,否,是,是,双年卡,68,微信自动扣款,54.1,3794.5,否
6239,男,否,否,否,是,否,否,否,否,月卡,31,就餐时付费,80.45,2429.1,否
6240,女,是,否,是,是,否,是,是,是,双年卡,58,花呗付款,109.1,6393.65,否
6241,女,是,是,否,否,否,否,是,否,月卡,1,手工转账,80.05,80.05,是
6242,女,是,是,否,是,是,是,是,是,年卡,70,微信自动扣款,58.4,4113.15,否
6243,女,否,否,是,是,是,否,是,是,年卡,48,花呗付款,83.45,3887.85,否
6244,女,是,否,是,是,是,否,是,是,双年卡,72,花呗付款,110.65,8065.65,否
6245,男,是,是,否,是,是,否,否,否,月卡,3,手工转账,56.15,168.15,是
6246,女,是,否,否,否,否,否,否,否,月卡,2,就餐时付费,70.7,141.45,是
6247,女,否,否,是,否,否,否,是,否,月卡,8,就餐时付费,84.95,668.4,是
6248,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,63,手工转账,20.6,1298.7,否
6249,女,是,否,是,是,否,是,是,否,月卡,35,微信自动扣款,100.5,3653.35,是
6250,男,是,是,否,否,是,否,是,是,月卡,13,手工转账,96.65,1162.85,是
6251,女,是,是,否,否,是,是,是,否,年卡,30,就餐时付费,64.5,1985.15,否
6252,男,是,否,否,是,是,是,是,是,月卡,60,微信自动扣款,60.2,3582.4,否
6253,女,是,否,是,是,否,否,是,是,年卡,54,微信自动扣款,106.55,5763.3,是
6254,女,是,是,是,否,是,是,是,是,年卡,67,就餐时付费,109.4,7281.6,否
6255,男,是,否,否,否,否,否,是,是,月卡,33,就餐时付费,91.25,2964.05,否
6256,女,是,否,是,是,否,是,否,是,月卡,25,手工转账,71.05,1837.7,否
6257,女,否,否,否,是,是,是,是,是,双年卡,72,微信自动扣款,111.6,8012.75,否
6258,男,否,否,否,是,否,否,否,否,月卡,18,就餐时付费,80.65,1451.9,是
6259,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,63,手工转账,19.25,1237.65,否
6260,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,39,手工转账,23.8,903.8,否
6261,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,48,微信自动扣款,19.95,1004.5,否
6262,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,33,手工转账,20.35,689.75,否
6263,女,否,否,否,否,否,否,否,是,月卡,10,就餐时付费,86.45,830.85,是
6264,男,是,是,否,是,否,否,否,否,年卡,10,手工转账,49.55,475.7,否
6265,男,是,否,是,否,是,否,否,否,月卡,45,手工转账,84.55,3713.95,否
6266,男,否,否,否,是,是,否,是,是,月卡,28,就餐时付费,105.7,2979.5,是
6267,女,否,否,是,是,是,是,是,是,双年卡,64,微信自动扣款,115.1,7334.05,否
6268,女,否,否,是,否,是,是,否,否,年卡,48,花呗付款,60.35,2896.4,是
6269,女,是,否,否,是,是,是,否,否,双年卡,68,花呗付款,90.2,6297.65,否
6270,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,29,手工转账,19.1,529.5,否
6271,女,否,否,否,否,否,否,否,否,月卡,6,手工转账,73.85,401.3,否
6272,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,39,手工转账,25.2,987.95,否
6273,男,否,否,否,否,否,否,是,否,月卡,20,就餐时付费,84.35,1745.2,否
6274,女,否,否,否,否,是,否,否,是,月卡,52,就餐时付费,59.45,3043.7,否
6275,男,否,否,否,否,是,否,否,否,月卡,3,就餐时付费,49.15,169.05,是
6276,男,是,否,是,是,是,是,是,是,双年卡,71,就餐时付费,116.25,8564.75,否
6277,女,否,否,是,否,是,是,是,是,年卡,41,微信自动扣款,79.85,3320.75,否
6278,男,是,是,是,否,是,是,否,否,双年卡,69,手工转账,39.1,2779.5,否
6279,男,否,否,是,否,否,是,否,否,年卡,20,手工转账,54,1055.9,否
6280,女,是,是,否,是,是,否,否,否,双年卡,68,花呗付款,84.4,5746.75,否
6281,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,17,微信自动扣款,19.9,329.75,否
6282,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,35,微信自动扣款,20.6,754,否
6283,男,是,否,否,否,是,否,是,是,月卡,7,就餐时付费,101.95,700.85,是
6284,女,否,否,是,否,否,否,否,否,月卡,1,微信自动扣款,49.55,49.55,否
6285,女,是,否,否,否,否,否,否,否,月卡,7,手工转账,44.25,313.45,否
6286,女,否,否,是,是,是,是,是,是,年卡,62,花呗付款,115.05,7133.45,否
6287,女,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,44,手工转账,19.9,868.1,否
6288,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,25,25,否
6289,男,否,否,否,否,是,是,否,否,年卡,39,手工转账,35.55,1309.15,否
6290,女,是,是,否,是,否,否,否,否,月卡,12,手工转账,29.2,309.1,是
6291,女,是,是,否,是,是,是,是,是,双年卡,72,微信自动扣款,109.2,7711.45,否
6292,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,47,手工转账,20.05,951.55,否
6293,女,是,否,是,否,是,否,是,是,月卡,15,就餐时付费,101.75,1669.4,否
6294,男,否,是,否,否,否,否,否,是,月卡,2,就餐时付费,55.3,108.65,否
6295,男,是,否,否,否,否,否,否,否,月卡,54,微信自动扣款,24.95,1364.75,否
6296,女,是,否,否,是,否,否,是,是,年卡,69,花呗付款,95.65,6744.2,否
6297,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,21,花呗付款,20.85,435.25,否
6298,男,否,否,是,是,是,是,是,是,双年卡,72,微信自动扣款,65.6,4566.5,否
6299,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,3,手工转账,21.2,52.05,否
6300,男,是,否,否,否,否,否,否,否,月卡,34,花呗付款,71.55,2427.35,否
6301,女,否,否,是,是,是,否,是,否,年卡,46,花呗付款,95.65,4664.2,否
6302,男,是,否,否,是,是,否,是,否,月卡,31,就餐时付费,93.8,3019.5,是
6303,男,是,是,是,是,否,是,是,是,双年卡,72,花呗付款,107.7,7919.8,否
6304,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,37,手工转账,19.85,784.25,否
6305,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,60,花呗付款,19.65,1161.75,否
6306,男,是,否,否,是,否,否,否,否,月卡,44,就餐时付费,30.35,1359.7,是
6307,男,否,否,否,是,是,是,是,是,年卡,62,微信自动扣款,110.75,7053.35,否
6308,女,否,否,否,是,否,否,否,是,月卡,25,就餐时付费,89.7,2187.55,是
6309,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,42,手工转账,19.35,867.3,否
6310,男,否,否,否,否,是,是,是,是,双年卡,25,微信自动扣款,99.3,2513.5,否
6311,女,是,是,否,否,否,否,是,否,月卡,18,手工转账,55.95,1082.8,否
6312,女,否,否,否,否,否,否,否,是,月卡,9,就餐时付费,83.3,803.3,是
6313,男,否,否,是,是,是,否,否,是,年卡,68,花呗付款,76.75,5233.25,否
6314,男,否,否,是,否,否,否,否,是,月卡,1,手工转账,84.6,84.6,是
6315,女,否,否,否,是,是,否,是,是,月卡,47,就餐时付费,106.4,5127.95,是
6316,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,12,手工转账,20.45,255.35,否
6317,女,否,否,否,否,否,否,是,否,月卡,2,手工转账,79.65,152.7,是
6318,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,15,花呗付款,19.45,340.85,否
6319,男,否,否,是,是,否,否,是,否,年卡,51,就餐时付费,94.8,4837.6,是
6320,女,否,是,否,否,否,否,否,是,月卡,1,就餐时付费,78.65,78.65,是
6321,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,63,手工转账,25.25,1573.05,否
6322,男,是,是,是,是,是,否,否,是,年卡,32,手工转账,94.8,3131.55,否
6323,女,否,否,否,否,是,否,是,是,月卡,29,花呗付款,98.6,2933.2,是
6324,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,44.95,44.95,否
6325,女,是,否,是,是,是,否,是,是,年卡,41,微信自动扣款,104.45,4162.05,否
6326,女,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,50,花呗付款,20.15,970.85,否
6327,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,56,就餐时付费,24.3,1261.7,否
6328,女,是,是,否,是,否,否,是,是,年卡,57,就餐时付费,95,5535.8,否
6329,男,否,是,是,否,是,否,否,否,月卡,3,手工转账,55.9,157.55,否
6330,女,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,22,就餐时付费,20.55,469.85,否
6331,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,70,微信自动扣款,19.45,1303.5,否
6332,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,36,花呗付款,25.1,930.95,否
6333,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,22,微信自动扣款,20.75,452.35,否
6334,女,否,否,否,是,否,否,否,否,月卡,14,就餐时付费,50.45,765.45,否
6335,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,18,手工转账,19.65,411.25,否
6336,女,否,否,否,否,否,是,是,是,年卡,23,手工转账,73.75,1756.6,否
6337,女,是,否,否,否,否,否,否,是,月卡,7,就餐时付费,84.55,646.85,是
6338,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.15,20.15,否
6339,男,是,否,是,是,是,是,是,是,双年卡,71,微信自动扣款,116.1,8310.55,否
6340,女,是,是,否,是,否,是,否,否,月卡,4,手工转账,56.5,235.1,是
6341,男,否,否,否,否,是,是,是,是,年卡,64,就餐时付费,102.1,6688.1,否
6342,女,否,否,否,否,是,否,否,是,月卡,35,就餐时付费,62.1,2096.1,否
6343,男,否,是,否,否,是,否,否,否,月卡,11,手工转账,78,851.8,否
6344,男,否,否,否,否,是,否,是,是,年卡,27,微信自动扣款,100.5,2673.45,否
6345,男,是,否,否,是,否,是,是,是,双年卡,64,就餐时付费,105.25,6823.4,否
6346,女,否,否,是,是,是,是,是,是,双年卡,71,就餐时付费,118.65,8477.6,否
6347,女,否,否,否,否,是,是,是,是,年卡,1,花呗付款,74.1,74.1,否
6348,女,是,是,否,是,否,否,否,否,月卡,34,手工转账,79.6,2718.3,是
6349,女,否,否,否,否,否,否,否,否,月卡,9,就餐时付费,69.05,651.5,否
6350,女,否,否,是,是,否,是,否,否,双年卡,69,手工转账,66.9,4577.9,否
6351,女,否,是,是,是,否,否,否,否,月卡,13,就餐时付费,56,764.55,否
6352,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,18.85,18.85,否
6353,男,否,否,否,否,是,否,否,是,月卡,21,手工转账,61.65,1393.6,否
6354,男,是,否,否,否,是,否,是,是,月卡,1,就餐时付费,50.35,50.35,是
6355,男,否,否,否,否,否,否,否,否,月卡,7,微信自动扣款,69.15,488.65,否
6356,女,否,否,否,否,否,否,否,否,月卡,3,就餐时付费,25.25,58.9,是
6357,男,否,否,否,否,是,是,否,否,年卡,57,就餐时付费,53.5,3035.8,否
6358,女,否,否,否,否,否,否,是,是,月卡,11,微信自动扣款,89.7,1047.7,是
6359,男,是,是,是,是,是,是,是,是,双年卡,45,手工转账,84.35,3858.05,否
6360,女,是,否,否,是,是,否,是,是,年卡,72,花呗付款,105.75,7629.85,否
6361,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,19,手工转账,20.15,387.7,否
6362,女,是,否,否,是,否,否,是,是,双年卡,60,花呗付款,49.45,2907.55,否
6363,男,否,否,否,否,是,否,否,否,月卡,42,就餐时付费,79.9,3313.4,否
6364,女,否,是,否,是,是,否,否,是,月卡,48,花呗付款,45.55,2108.35,否
6365,女,否,否,否,是,是,否,否,是,双年卡,55,手工转账,64.75,3617.1,否
6366,女,否,否,否,否,否,否,是,否,月卡,1,就餐时付费,79.55,79.55,是
6367,女,否,否,否,否,否,否,是,是,月卡,6,微信自动扣款,93.55,536.4,是
6368,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,9,手工转账,18.95,185.6,是
6369,男,否,否,否,否,是,否,否,否,月卡,5,就餐时付费,50.35,237.25,是
6370,女,否,否,否,是,否,否,否,是,月卡,9,就餐时付费,40.75,359.4,否
6371,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,7,微信自动扣款,25.05,152.95,否
6372,女,是,否,是,否,是,是,是,是,双年卡,43,就餐时付费,78.8,3460.3,否
6373,男,是,是,是,是,是,是,是,否,双年卡,71,花呗付款,100.2,7209,否
6374,女,是,否,否,否,是,否,否,否,月卡,32,手工转账,79.3,2570,否
6375,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,8,手工转账,20.85,161.65,否
6376,男,是,否,否,是,是,是,是,是,双年卡,72,就餐时付费,108.2,7840.6,否
6377,女,否,否,否,否,否,是,是,是,年卡,12,手工转账,74.05,872.65,是
6378,女,否,否,是,是,是,否,是,是,年卡,51,微信自动扣款,107.45,5680.9,否
6379,男,否,否,是,是,否,是,是,否,月卡,39,花呗付款,48.95,1880.85,是
6380,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,3,手工转账,19.1,53.05,否
6381,男,否,否,否,是,否,否,否,否,年卡,26,微信自动扣款,75.5,2018.1,否
6382,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,27,手工转账,19.15,537.35,否
6383,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,35,微信自动扣款,20.75,739.9,否
6384,男,否,否,否,否,否,是,是,是,月卡,3,就餐时付费,69.35,191.35,是
6385,女,否,否,否,否,否,否,是,否,月卡,2,手工转账,81.5,162.55,否
6386,男,否,否,否,否,是,否,否,是,月卡,18,花呗付款,90.7,1597.25,是
6387,女,是,否,是,是,是,否,是,是,月卡,65,花呗付款,109.4,7227.45,否
6388,男,否,否,是,是,否,否,否,否,年卡,26,就餐时付费,61.55,1581.95,否
6389,男,否,否,是,是,是,是,是,是,双年卡,67,花呗付款,116.2,7752.3,是
6390,男,否,否,否,是,否,否,是,否,月卡,41,就餐时付费,89.2,3645.75,否
6391,男,是,是,否,否,是,否,是,否,月卡,22,就餐时付费,88.75,1885.15,否
